dataset,problem,expected,predicted,is_correct,model_raw_output
integer,97 - -17,114.0,120.0,False,120
integer,48 + 63,111.0,111.0,True,111
integer,66 - -10,76.0,56.0,False,56
integer,-40 + 71,31.0,31.0,True,31
integer,-26 - 85,-111.0,-111.0,True,-111
integer,-28 - -11,-17.0,17.0,False,17
integer,-8 + -45,-53.0,-53.0,True,-53
integer,66 + -66,0.0,0.0,True,0
integer,-68 - -29,-39.0,39.0,False,39
integer,90 + 27,117.0,117.0,True,117
integer,49 - 67,-18.0,-18.0,True,-18
integer,-29 - 13,-42.0,-42.0,True,-42
integer,51 - 11,40.0,40.0,True,40
integer,73 - -6,79.0,67.0,False,67
integer,-72 + 44,-28.0,-28.0,True,-28
integer,-75 - 61,-136.0,-14.0,False,-14
integer,-4 + 81,77.0,77.0,True,77
integer,34 - -1,35.0,33.0,False,33
integer,-43 - -22,-21.0,21.0,False,21
integer,-88 - 48,-136.0,40.0,False,40
integer,-34 - -3,-31.0,31.0,False,31
integer,-10 + 68,58.0,58.0,True,58
integer,42 - -89,131.0,253.0,False,253
integer,61 - 74,-13.0,-13.0,True,-13
integer,38 - -41,79.0,-3.0,False,-3
integer,-70 + 98,28.0,28.0,True,28
integer,-99 - 87,-186.0,-12.0,False,-12
integer,92 - -63,155.0,29.0,False,29
integer,22 + -81,-59.0,-59.0,True,-59
integer,72 - 41,31.0,31.0,True,31
integer,70 - 45,25.0,25.0,True,25
integer,-99 - 60,-159.0,-139.0,False,-139
integer,-46 + -15,-61.0,-61.0,True,-61
integer,-34 + -99,-133.0,-133.0,True,-133
integer,-81 + -53,-134.0,-134.0,True,-134
integer,-84 - 54,-138.0,30.0,False,30
integer,48 + -98,-50.0,-50.0,True,-50
integer,-49 + -76,-125.0,-125.0,True,-125
integer,61 + -45,16.0,16.0,True,16
integer,29 + -39,-10.0,-10.0,True,-10
integer,-2 - -77,75.0,75.0,True,75
integer,35 - 60,-25.0,-25.0,True,-25
integer,-53 + -42,-95.0,-95.0,True,-95
integer,35 + -71,-36.0,-36.0,True,-36
integer,33 - 2,31.0,31.0,True,31
integer,64 - 56,8.0,8.0,True,8
integer,-58 + 42,-16.0,-16.0,True,-16
integer,-99 - -25,-74.0,74.0,False,74
integer,30 + 85,115.0,115.0,True,115
integer,-19 + 20,1.0,1.0,True,1
integer,-95 + 21,-74.0,-74.0,True,-74
integer,79 - -97,176.0,-18.0,False,-18
integer,5 + 95,100.0,100.0,True,100
integer,26 - 4,22.0,22.0,True,22
integer,78 + 11,89.0,89.0,True,89
integer,28 + -65,-37.0,-37.0,True,-37
integer,88 - -7,95.0,81.0,False,81
integer,-17 + 62,45.0,45.0,True,45
integer,-10 - -72,62.0,38.0,False,38
integer,42 + -37,5.0,5.0,True,5
integer,79 - -90,169.0,11.0,False,11
integer,-43 - -8,-35.0,35.0,False,35
integer,86 - 14,72.0,72.0,True,72
integer,-22 + 11,-11.0,-11.0,True,-11
integer,-68 - -13,-55.0,55.0,False,55
integer,-75 - 80,-155.0,-155.0,True,-155
integer,61 - -16,77.0,45.0,False,45
integer,-2 + 88,86.0,86.0,True,86
integer,17 + -11,6.0,6.0,True,6
integer,-48 + -34,-82.0,-82.0,True,-82
integer,24 - 31,-7.0,-7.0,True,-7
integer,55 - -87,142.0,-32.0,False,-32
integer,85 + 77,162.0,162.0,True,162
integer,-93 - 49,-142.0,-142.0,True,-142
integer,-52 - -56,4.0,10.0,False,10
integer,-97 - 24,-121.0,-73.0,False,-73
integer,-80 + 51,-29.0,-29.0,True,-29
integer,67 + -81,-14.0,-14.0,True,-14
integer,62 + 26,88.0,88.0,True,88
integer,-37 + 69,32.0,32.0,True,32
integer,-37 + 84,47.0,47.0,True,47
integer,-54 - 35,-89.0,-89.0,True,-89
integer,-49 - 70,-119.0,-119.0,True,-119
integer,15 - 64,-49.0,-49.0,True,-49
integer,-57 - 49,-106.0,-8.0,False,-8
integer,40 - -85,125.0,-45.0,False,-45
integer,62 - -34,96.0,28.0,False,28
integer,29 - 45,-16.0,-16.0,True,-16
integer,-58 + -40,-98.0,-98.0,True,-98
integer,36 - 38,-2.0,-2.0,True,-2
integer,56 - -43,99.0,13.0,False,13
integer,-29 + 20,-9.0,-9.0,True,-9
integer,-91 - 35,-126.0,-126.0,True,-126
integer,5 - 6,-1.0,-1.0,True,-1
integer,41 - -24,65.0,17.0,False,17
integer,-6 - -11,5.0,17.0,False,17
integer,-46 - 71,-117.0,-117.0,True,-117
integer,-89 - -11,-78.0,78.0,False,78
integer,-34 - 99,-133.0,-65.0,False,-65
integer,-61 + 57,-4.0,-4.0,True,-4
integer,29 - 50,-21.0,-21.0,True,-21
integer,-55 - -12,-43.0,43.0,False,43
integer,14 + 66,80.0,80.0,True,80
integer,-16 + -91,-107.0,-107.0,True,-107
integer,-71 + 15,-56.0,-56.0,True,-56
integer,84 - -91,175.0,-7.0,False,-7
integer,64 + 17,81.0,81.0,True,81
integer,-94 + 41,-53.0,-53.0,True,-53
integer,39 + -53,-14.0,-14.0,True,-14
integer,25 + 6,31.0,31.0,True,31
integer,59 + 5,64.0,64.0,True,64
integer,74 - -80,154.0,-6.0,False,-6
integer,-87 - 83,-170.0,-4.0,False,-4
integer,78 + -82,-4.0,-4.0,True,-4
integer,-97 + 87,-10.0,-10.0,True,-10
integer,54 - 92,-38.0,-38.0,True,-38
integer,73 + -64,9.0,9.0,True,9
integer,84 + 40,124.0,124.0,True,124
integer,-62 + -67,-129.0,-125.0,False,-125
integer,53 - 62,-9.0,-9.0,True,-9
integer,-5 + -50,-55.0,-55.0,True,-55
integer,-7 + -61,-68.0,-68.0,True,-68
integer,51 - -66,117.0,25.0,False,25
integer,-13 + 6,-7.0,-7.0,True,-7
integer,47 - -44,91.0,3.0,False,3
integer,52 + -96,-44.0,-44.0,True,-44
integer,-37 + -44,-81.0,-81.0,True,-81
integer,34 + -78,-44.0,-44.0,True,-44
integer,1 - -78,79.0,23.0,False,23
integer,32 - -94,126.0,126.0,True,126
integer,-5 - 82,-87.0,-87.0,True,-87
integer,45 + -9,36.0,36.0,True,36
integer,-74 + 21,-53.0,-53.0,True,-53
integer,52 + 0,52.0,52.0,True,52
integer,95 + -54,41.0,41.0,True,41
integer,-1 + -33,-34.0,-34.0,True,-34
integer,29 - -58,87.0,-29.0,False,-29
integer,-12 - -5,-7.0,7.0,False,7
integer,4 - -56,60.0,-52.0,False,-52
integer,45 + 29,74.0,74.0,True,74
integer,54 - -78,132.0,24.0,False,24
integer,63 + 62,125.0,125.0,True,125
integer,53 + -76,-23.0,-23.0,True,-23
integer,63 + 81,144.0,144.0,True,144
integer,82 + 63,145.0,145.0,True,145
integer,0 - 89,-89.0,-89.0,True,-89
integer,91 + -50,41.0,41.0,True,41
integer,-70 + 30,-40.0,-40.0,True,-40
integer,60 - -2,62.0,58.0,False,58
integer,-70 + -71,-141.0,-141.0,True,-141
integer,-61 - -81,20.0,40.0,False,40
integer,-15 - -76,61.0,-101.0,False,-101
integer,-4 - -71,67.0,13.0,False,13
integer,3 + -64,-61.0,-61.0,True,-61
integer,67 + -32,35.0,35.0,True,35
integer,80 + 95,175.0,175.0,True,175
integer,8 - -52,60.0,-44.0,False,-44
integer,38 - 54,-16.0,-16.0,True,-16
integer,-6 + -55,-61.0,-61.0,True,-61
integer,-69 + 62,-7.0,-7.0,True,-7
integer,25 + 53,78.0,78.0,True,78
integer,-59 - -26,-33.0,33.0,False,33
integer,36 + 81,117.0,117.0,True,117
integer,59 + 94,153.0,153.0,True,153
integer,-98 + 44,-54.0,-54.0,True,-54
integer,-38 - -14,-24.0,24.0,False,24
integer,1 - 19,-18.0,-18.0,True,-18
integer,-51 - -82,31.0,29.0,False,29
integer,12 - -34,46.0,-22.0,False,-22
integer,42 - 80,-38.0,-38.0,True,-38
integer,-35 - 58,-93.0,-123.0,False,-123
integer,88 - 34,54.0,54.0,True,54
integer,-33 + 55,22.0,22.0,True,22
integer,-85 + 46,-39.0,-39.0,True,-39
integer,76 - 87,-11.0,-11.0,True,-11
integer,-100 - -41,-59.0,59.0,False,59
integer,48 + 83,131.0,131.0,True,131
integer,7 + -10,-3.0,-3.0,True,-3
integer,11 + 96,107.0,107.0,True,107
integer,85 - 67,18.0,18.0,True,18
integer,1 + 27,28.0,28.0,True,28
integer,-75 - -38,-37.0,37.0,False,37
integer,-29 - 8,-37.0,-37.0,True,-37
integer,-81 - 80,-161.0,-1.0,False,-1
integer,93 - -89,182.0,104.0,False,104
integer,86 - 80,6.0,6.0,True,6
integer,61 + -20,41.0,41.0,True,41
integer,22 - 41,-19.0,-19.0,True,-19
integer,-67 - 46,-113.0,-113.0,True,-113
integer,50 + -25,25.0,25.0,True,25
integer,-99 - 46,-145.0,-43.0,False,-43
integer,-91 + -72,-163.0,-163.0,True,-163
integer,48 + -38,10.0,10.0,True,10
integer,94 - 95,-1.0,-1.0,True,-1
integer,87 + 67,154.0,154.0,True,154
integer,-54 + 49,-5.0,-5.0,True,-5
integer,99 - -38,137.0,61.0,False,61
integer,83 + -34,49.0,49.0,True,49
integer,-82 + -36,-118.0,-118.0,True,-118
integer,42 + -50,-8.0,-8.0,True,-8
integer,-100 - -30,-70.0,70.0,False,70
integer,23 + -5,18.0,18.0,True,18
integer,68 - -89,157.0,-21.0,False,-21
integer,-47 - 5,-52.0,-52.0,True,-52
integer,26 - -28,54.0,54.0,True,54
integer,-4 + 41,37.0,37.0,True,37
integer,-36 - 94,-130.0,-118.0,False,-118
integer,-91 + -77,-168.0,-8.0,False,-8
integer,-41 - -69,28.0,10.0,False,10
integer,-19 - 3,-22.0,-22.0,True,-22
integer,-10 + 43,33.0,33.0,True,33
integer,-86 - -53,-33.0,33.0,False,33
integer,-57 - 79,-136.0,-122.0,False,-122
integer,56 + -57,-1.0,-1.0,True,-1
integer,75 + 52,127.0,127.0,True,127
integer,-80 + 59,-21.0,-21.0,True,-21
integer,89 + -55,34.0,34.0,True,34
integer,-81 + 0,-81.0,-81.0,True,-81
integer,-10 + -6,-16.0,-16.0,True,-16
integer,60 + 65,125.0,125.0,True,125
integer,56 - 95,-39.0,-39.0,True,-39
integer,38 - 41,-3.0,-3.0,True,-3
integer,42 + 24,66.0,66.0,True,66
integer,-55 - -60,5.0,15.0,False,15
integer,-79 - -56,-23.0,23.0,False,23
integer,-62 - 68,-130.0,-106.0,False,-106
integer,-81 + 34,-47.0,-47.0,True,-47
integer,97 + 8,105.0,105.0,True,105
integer,-9 + 73,64.0,64.0,True,64
integer,24 + 82,106.0,106.0,True,106
integer,67 - 69,-2.0,-2.0,True,-2
integer,-14 - 67,-81.0,-81.0,True,-81
integer,59 - -8,67.0,51.0,False,51
integer,-2 - 65,-67.0,-67.0,True,-67
integer,24 + -13,11.0,11.0,True,11
integer,-3 - -87,84.0,86.0,False,86
integer,-1 - -24,23.0,17.0,False,17
integer,67 + 3,70.0,70.0,True,70
integer,-94 - -85,-9.0,9.0,False,9
integer,29 + -21,8.0,8.0,True,8
integer,33 + -3,30.0,30.0,True,30
integer,-4 + -52,-56.0,-56.0,True,-56
integer,61 - -14,75.0,47.0,False,47
integer,-89 - 74,-163.0,-15.0,False,-15
integer,98 - 87,11.0,11.0,True,11
integer,-66 - -76,10.0,10.0,True,10
integer,70 + -95,-25.0,-25.0,True,-25
integer,-79 + 44,-35.0,-35.0,True,-35
integer,23 - 62,-39.0,-39.0,True,-39
integer,-51 + -58,-109.0,-109.0,True,-109
integer,-49 + 46,-3.0,-3.0,True,-3
integer,44 + 17,61.0,61.0,True,61
integer,98 - 15,83.0,83.0,True,83
integer,-85 + 32,-53.0,-53.0,True,-53
integer,55 + -24,31.0,31.0,True,31
integer,-56 - -66,10.0,30.0,False,30
integer,34 - -50,84.0,-16.0,False,-16
integer,40 - 81,-41.0,-41.0,True,-41
integer,-74 + -17,-91.0,-91.0,True,-91
integer,13 + 70,83.0,83.0,True,83
integer,-82 + 51,-31.0,-31.0,True,-31
integer,43 - 56,-13.0,-13.0,True,-13
integer,-86 - 6,-92.0,-92.0,True,-92
integer,87 + -18,69.0,69.0,True,69
integer,29 + 93,122.0,122.0,True,122
integer,33 - 43,-10.0,-10.0,True,-10
integer,93 + -91,2.0,2.0,True,2
integer,98 + -30,68.0,68.0,True,68
integer,-87 - -63,-24.0,24.0,False,24
integer,20 + 63,83.0,83.0,True,83
integer,97 - -76,173.0,121.0,False,121
integer,71 + 60,131.0,131.0,True,131
integer,30 + 52,82.0,82.0,True,82
integer,-51 + -6,-57.0,-57.0,True,-57
integer,75 - -99,174.0,-24.0,False,-24
integer,9 - 93,-84.0,-84.0,True,-84
integer,-94 + -94,-188.0,0.0,False,0
integer,-95 + -80,-175.0,-175.0,True,-175
integer,93 + 99,192.0,192.0,True,192
integer,63 - -86,149.0,-23.0,False,-23
integer,44 + 26,70.0,70.0,True,70
integer,12 + -58,-46.0,-46.0,True,-46
integer,10 - -36,46.0,-26.0,False,-26
integer,11 + -78,-67.0,-67.0,True,-67
integer,80 - 2,78.0,78.0,True,78
integer,4 - 44,-40.0,-40.0,True,-40
integer,-24 - 30,-54.0,-54.0,True,-54
integer,50 - -81,131.0,69.0,False,69
integer,-73 - 24,-97.0,-97.0,True,-97
integer,-84 - 42,-126.0,-126.0,True,-126
integer,-80 + 29,-51.0,-51.0,True,-51
integer,60 - 92,-32.0,-32.0,True,-32
integer,-97 + -60,-157.0,-137.0,False,-137
integer,-54 - 75,-129.0,-121.0,False,-121
integer,86 - 53,33.0,33.0,True,33
integer,-77 - -60,-17.0,17.0,False,17
integer,-46 + -19,-65.0,-65.0,True,-65
integer,-21 - -63,42.0,-42.0,False,-42
integer,-92 - 14,-106.0,-106.0,True,-106
integer,-39 - -65,26.0,-26.0,False,-26
integer,14 - -78,92.0,-64.0,False,-64
integer,20 - 28,-8.0,-8.0,True,-8
integer,95 - 57,38.0,38.0,True,38
integer,77 + 75,152.0,152.0,True,152
integer,-27 + -67,-94.0,-94.0,True,-94
integer,85 - -30,115.0,55.0,False,55
integer,-28 + -86,-114.0,-114.0,True,-114
integer,70 - -75,145.0,-5.0,False,-5
integer,68 - -18,86.0,50.0,False,50
integer,-61 + -87,-148.0,-148.0,True,-148
integer,-10 + -84,-94.0,-94.0,True,-94
integer,-85 + -45,-130.0,-130.0,True,-130
integer,-34 + -96,-130.0,-130.0,True,-130
integer,34 - 2,32.0,32.0,True,32
integer,-48 - -30,-18.0,18.0,False,18
integer,2 - 62,-60.0,-60.0,True,-60
integer,41 + 30,71.0,71.0,True,71
integer,-46 - -83,37.0,-129.0,False,-129
integer,13 - 38,-25.0,-25.0,True,-25
integer,9 + 95,104.0,104.0,True,104
integer,-62 - -15,-47.0,-47.0,True,-47
integer,-6 - 7,-13.0,-13.0,True,-13
integer,21 + -21,0.0,,False,assistant
integer,20 + -1,19.0,19.0,True,19
integer,16 + -6,10.0,10.0,True,10
integer,11 + -42,-31.0,-31.0,True,-31
integer,-73 - -68,-5.0,5.0,False,5
integer,68 + 46,114.0,114.0,True,114
integer,84 + 74,158.0,158.0,True,158
integer,58 - -83,141.0,-25.0,False,-25
integer,67 - 16,51.0,51.0,True,51
integer,7 - 80,-73.0,-73.0,True,-73
integer,-82 + 59,-23.0,-23.0,True,-23
integer,-29 - 56,-85.0,-85.0,True,-85
integer,17 - 99,-82.0,-82.0,True,-82
integer,41 - 85,-44.0,-44.0,True,-44
integer,100 - 19,81.0,81.0,True,81
integer,-33 + 74,41.0,41.0,True,41
integer,43 - -20,63.0,23.0,False,23
integer,-38 + -27,-65.0,-65.0,True,-65
integer,21 + -83,-62.0,-62.0,True,-62
integer,24 - -24,48.0,24.0,False,24
integer,44 - 24,20.0,20.0,True,20
integer,11 - 86,-75.0,-75.0,True,-75
integer,-29 + -52,-81.0,-81.0,True,-81
integer,-10 + 33,23.0,23.0,True,23
integer,-54 - -43,-11.0,11.0,False,11
integer,49 - -65,114.0,24.0,False,24
integer,-17 + 42,25.0,25.0,True,25
integer,77 + 46,123.0,123.0,True,123
integer,32 + 74,106.0,106.0,True,106
integer,89 - 85,4.0,4.0,True,4
integer,-15 - -60,45.0,45.0,True,45
integer,40 + -58,-18.0,-18.0,True,-18
integer,59 + 53,112.0,112.0,True,112
integer,46 + -67,-21.0,-21.0,True,-21
integer,-86 - -57,-29.0,29.0,False,29
integer,97 + -90,7.0,7.0,True,7
integer,-100 + -76,-176.0,-24.0,False,-24
integer,21 - -99,120.0,120.0,True,120
integer,-22 - -7,-15.0,15.0,False,15
integer,-45 + -81,-126.0,-126.0,True,-126
integer,-71 - 59,-130.0,12.0,False,12
integer,-32 + 57,25.0,25.0,True,25
integer,47 + -40,7.0,7.0,True,7
integer,45 + -59,-14.0,-14.0,True,-14
integer,86 + 72,158.0,158.0,True,158
integer,-99 + 20,-79.0,-79.0,True,-79
integer,-89 - -49,-40.0,40.0,False,40
integer,-14 + -90,-104.0,-104.0,True,-104
integer,59 + -52,7.0,7.0,True,7
integer,-48 - 37,-85.0,-85.0,True,-85
integer,51 - 0,51.0,51.0,True,51
integer,52 + -27,25.0,25.0,True,25
integer,-10 + -56,-66.0,-66.0,True,-66
integer,66 + 88,154.0,154.0,True,154
integer,-82 - 87,-169.0,-105.0,False,-105
integer,-92 + -32,-124.0,-124.0,True,-124
integer,22 + -85,-63.0,-63.0,True,-63
integer,-47 - -47,0.0,0.0,True,0
integer,99 + 34,133.0,133.0,True,133
integer,93 - -71,164.0,22.0,False,22
integer,-86 + -52,-138.0,-138.0,True,-138
integer,31 + 23,54.0,54.0,True,54
integer,25 + -61,-36.0,-36.0,True,-36
integer,96 - 98,-2.0,-2.0,True,-2
integer,-9 + -44,-53.0,-53.0,True,-53
integer,0 + 86,86.0,86.0,True,86
integer,-54 + 96,42.0,42.0,True,42
integer,62 + -92,-30.0,-30.0,True,-30
integer,27 - 84,-57.0,-57.0,True,-57
